,subjID,workerId,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,z_scored_RT,startTime,trial,stimulus_0,stimulus_1,duration,actual_depth_0,depth_difference,kinect_answer,actual_depth_1,discrim_choice,trial_RT,log_fixation,log_sceneDuration1,log_mask1,log_sceneDuration2,log_mask2,experimentTime,totalTime,age,gender
1032,931134.0,A3KPNQGV1DGJD5,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim1000_randls_56_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#248,248.0,1920.0,936.0,1920.0,1080.0,9-6-2022,-4.072478114374894,9-50-58,1.0,depth_discrimination_stimuli/002805_2014-06-22_19-54-03_094959634447_rgbf000079-resize_1/002805_2014-06-22_19-54-03_094959634447_rgbf000079-resize_1-target.png,depth_discrimination_stimuli/000906_2014-06-08_13-35-43_260595134347_rgbf000155-resize_1/000906_2014-06-08_13-35-43_260595134347_rgbf000155-resize_1-target.png,1000.0,3.1439999999999997,0.29499999999999993,depth_discrimination_stimuli/000906_2014-06-08_13-35-43_260595134347_rgbf000155-resize_1/000906_2014-06-08_13-35-43_260595134347_rgbf000155-resize_1-target.png,2.8489999999999998,1.0,816.0,1001.0,999.0,1001.0,999.0,501.0,,633057.0,42.0,Man
1033,931134.0,A3KPNQGV1DGJD5,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim1000_randls_56_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#248,248.0,1920.0,936.0,1920.0,1080.0,9-6-2022,-4.678299608301512,9-50-58,2.0,depth_discrimination_stimuli/002637_2014-06-24_14-51-13_094959634447_rgbf000066-resize_4/002637_2014-06-24_14-51-13_094959634447_rgbf000066-resize_4-target.png,depth_discrimination_stimuli/003534_2014-05-22_15-06-10_094959634447_rgbf000102-resize_4/003534_2014-05-22_15-06-10_094959634447_rgbf000102-resize_4-target.png,1000.0,1.9955,0.5695000000000001,depth_discrimination_stimuli/003534_2014-05-22_15-06-10_094959634447_rgbf000102-resize_4/003534_2014-05-22_15-06-10_094959634447_rgbf000102-resize_4-target.png,1.426,1.0,589.0,1001.0,999.0,1000.0,999.0,500.0,,633057.0,42.0,Man
1034,931134.0,A3KPNQGV1DGJD5,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim1000_randls_56_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#248,248.0,1920.0,936.0,1920.0,1080.0,9-6-2022,-4.750357671455779,9-50-58,3.0,depth_discrimination_stimuli/001214_2014-06-17_16-13-55_260595134347_rgbf000111-resize_0/001214_2014-06-17_16-13-55_260595134347_rgbf000111-resize_0-target.png,depth_discrimination_stimuli/000810_2014-06-08_17-20-01_260595134347_rgbf000105-resize_0/000810_2014-06-08_17-20-01_260595134347_rgbf000105-resize_0-target.png,1000.0,2.6505,1.1640000000000001,depth_discrimination_stimuli/000810_2014-06-08_17-20-01_260595134347_rgbf000105-resize_0/000810_2014-06-08_17-20-01_260595134347_rgbf000105-resize_0-target.png,1.4865,1.0,562.0,1001.0,1000.0,1000.0,999.0,500.0,,633057.0,42.0,Man
1035,931134.0,A3KPNQGV1DGJD5,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim1000_randls_56_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#248,248.0,1920.0,936.0,1920.0,1080.0,9-6-2022,-1.6812179445147597,9-50-58,4.0,depth_discrimination_stimuli/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1-target.png,depth_discrimination_stimuli/001417_2014-06-19_16-25-36_260595134347_rgbf000115-resize_5/001417_2014-06-19_16-25-36_260595134347_rgbf000115-resize_5-target.png,1000.0,3.9125,0.7129999999999996,depth_discrimination_stimuli/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1-target.png,4.6255,1.0,1712.0,1001.0,999.0,1000.0,999.0,500.0,,633057.0,42.0,Man
1036,931134.0,A3KPNQGV1DGJD5,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim1000_randls_56_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#248,248.0,1920.0,936.0,1920.0,1080.0,9-6-2022,-2.0014760029781704,9-50-58,5.0,depth_discrimination_stimuli/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize_6/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize_6-target.png,depth_discrimination_stimuli/000368_2014-06-09_15-53-01_260595134347_rgbf000155-resize_2/000368_2014-06-09_15-53-01_260595134347_rgbf000155-resize_2-target.png,1000.0,2.1830000000000003,0.3029999999999995,depth_discrimination_stimuli/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize_6/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize_6-target.png,2.4859999999999998,1.0,1592.0,1001.0,999.0,1000.0,999.0,500.0,,633057.0,42.0,Man
1037,931134.0,A3KPNQGV1DGJD5,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim1000_randls_56_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#248,248.0,1920.0,936.0,1920.0,1080.0,9-6-2022,-3.133054476215555,9-50-58,6.0,depth_discrimination_stimuli/001815_2014-06-26_20-52-55_260595134347_rgbf000020-resize_0/001815_2014-06-26_20-52-55_260595134347_rgbf000020-resize_0-target.png,depth_discrimination_stimuli/001808_2014-06-26_20-50-58_260595134347_rgbf000029-resize_1/001808_2014-06-26_20-50-58_260595134347_rgbf000029-resize_1-target.png,1000.0,3.3865,0.8624999999999998,depth_discrimination_stimuli/001815_2014-06-26_20-52-55_260595134347_rgbf000020-resize_0/001815_2014-06-26_20-52-55_260595134347_rgbf000020-resize_0-target.png,4.249,1.0,1168.0,1001.0,999.0,1000.0,1000.0,500.0,,633057.0,42.0,Man
1038,931134.0,A3KPNQGV1DGJD5,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim1000_randls_56_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#248,248.0,1920.0,936.0,1920.0,1080.0,9-6-2022,-4.1605490804523315,9-50-58,7.0,depth_discrimination_stimuli/003338_2014-05-20_11-01-23_094959634447_rgbf000051-resize_6/003338_2014-05-20_11-01-23_094959634447_rgbf000051-resize_6-target.png,depth_discrimination_stimuli/002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize_0/002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize_0-target.png,1000.0,1.693,0.38650000000000007,depth_discrimination_stimuli/002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize_0/002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize_0-target.png,1.3065,1.0,783.0,1001.0,999.0,1000.0,999.0,500.0,,633057.0,42.0,Man
1039,931134.0,A3KPNQGV1DGJD5,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim1000_randls_56_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#248,248.0,1920.0,936.0,1920.0,1080.0,9-6-2022,-4.544858750608424,9-50-58,8.0,depth_discrimination_stimuli/002344_2014-06-28_20-06-29_260595134347_rgbf000030-resize_1/002344_2014-06-28_20-06-29_260595134347_rgbf000030-resize_1-target.png,depth_discrimination_stimuli/002725_2014-06-22_11-47-51_094959634447_rgbf000070-resize_1/002725_2014-06-22_11-47-51_094959634447_rgbf000070-resize_1-target.png,1000.0,1.5795,0.6154999999999999,depth_discrimination_stimuli/002344_2014-06-28_20-06-29_260595134347_rgbf000030-resize_1/002344_2014-06-28_20-06-29_260595134347_rgbf000030-resize_1-target.png,2.195,0.0,639.0,1001.0,1000.0,1000.0,1000.0,500.0,,633057.0,42.0,Man
1040,931134.0,A3KPNQGV1DGJD5,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim1000_randls_56_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#248,248.0,1920.0,936.0,1920.0,1080.0,9-6-2022,-4.9932200324572,9-50-58,9.0,depth_discrimination_stimuli/000742_2014-06-08_18-48-09_260595134347_rgbf000164-resize_4/000742_2014-06-08_18-48-09_260595134347_rgbf000164-resize_4-target.png,depth_discrimination_stimuli/001066_2014-06-08_22-03-20_260595134347_rgbf000066-resize_4/001066_2014-06-08_22-03-20_260595134347_rgbf000066-resize_4-target.png,1000.0,4.632,0.39899999999999913,depth_discrimination_stimuli/001066_2014-06-08_22-03-20_260595134347_rgbf000066-resize_4/001066_2014-06-08_22-03-20_260595134347_rgbf000066-resize_4-target.png,4.2330000000000005,0.0,471.0,1001.0,999.0,1000.0,999.0,500.0,,633057.0,42.0,Man
1042,931134.0,A3KPNQGV1DGJD5,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim1000_randls_56_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#248,248.0,1920.0,936.0,1920.0,1080.0,9-6-2022,-4.163217897606193,9-50-58,11.0,depth_discrimination_stimuli/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1-target.png,depth_discrimination_stimuli/003621_2014-05-23_18-06-08_094959634447_rgbf000101-resize_1/003621_2014-05-23_18-06-08_094959634447_rgbf000101-resize_1-target.png,1000.0,3.53,0.4535,depth_discrimination_stimuli/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1-target.png,3.9835,0.0,782.0,1001.0,999.0,1000.0,999.0,500.0,,633057.0,42.0,Man
