,subjID,workerId,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,z_scored_RT,startTime,trial,stimulus_0,stimulus_1,duration,actual_depth_0,depth_difference,kinect_answer,actual_depth_1,discrim_choice,trial_RT,log_fixation,log_sceneDuration1,log_mask1,log_sceneDuration2,log_mask2,experimentTime,totalTime,age,gender
2322,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,2.0,depth_discrimination_stimuli/001417_2014-06-19_16-25-36_260595134347_rgbf000115-resize_5/001417_2014-06-19_16-25-36_260595134347_rgbf000115-resize_5-target.png,depth_discrimination_stimuli/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1-target.png,250.0,4.6255,0.7129999999999996,depth_discrimination_stimuli/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1-target.png,3.9125,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2323,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,3.0,depth_discrimination_stimuli/001555_2014-06-20_17-12-10_260595134347_rgbf000065-resize_4/001555_2014-06-20_17-12-10_260595134347_rgbf000065-resize_4-target.png,depth_discrimination_stimuli/000103_2014-05-14_22-01-17_260595134347_rgbf000152-resize_5/000103_2014-05-14_22-01-17_260595134347_rgbf000152-resize_5-target.png,250.0,1.633,0.3600000000000001,depth_discrimination_stimuli/001555_2014-06-20_17-12-10_260595134347_rgbf000065-resize_4/001555_2014-06-20_17-12-10_260595134347_rgbf000065-resize_4-target.png,1.993,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2324,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,4.0,depth_discrimination_stimuli/000414_2014-06-04_19-49-13_260595134347_rgbf000044-resize_0/000414_2014-06-04_19-49-13_260595134347_rgbf000044-resize_0-target.png,depth_discrimination_stimuli/003129_2014-05-12_10-48-10_094959634447_rgbf000100-resize_0/003129_2014-05-12_10-48-10_094959634447_rgbf000100-resize_0-target.png,250.0,4.329,0.6015000000000006,depth_discrimination_stimuli/000414_2014-06-04_19-49-13_260595134347_rgbf000044-resize_0/000414_2014-06-04_19-49-13_260595134347_rgbf000044-resize_0-target.png,4.9305,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2325,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,5.0,depth_discrimination_stimuli/002663_2014-06-13_15-50-26_094959634447_rgbf000075-resize_1/002663_2014-06-13_15-50-26_094959634447_rgbf000075-resize_1-target.png,depth_discrimination_stimuli/000409_2014-06-04_19-23-33_260595134347_rgbf000067-resize_0/000409_2014-06-04_19-23-33_260595134347_rgbf000067-resize_0-target.png,250.0,4.7495,1.0160000000000005,depth_discrimination_stimuli/000409_2014-06-04_19-23-33_260595134347_rgbf000067-resize_0/000409_2014-06-04_19-23-33_260595134347_rgbf000067-resize_0-target.png,3.7335,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2326,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,6.0,depth_discrimination_stimuli/002725_2014-06-22_11-47-51_094959634447_rgbf000070-resize_1/002725_2014-06-22_11-47-51_094959634447_rgbf000070-resize_1-target.png,depth_discrimination_stimuli/002344_2014-06-28_20-06-29_260595134347_rgbf000030-resize_1/002344_2014-06-28_20-06-29_260595134347_rgbf000030-resize_1-target.png,250.0,2.195,0.6154999999999999,depth_discrimination_stimuli/002344_2014-06-28_20-06-29_260595134347_rgbf000030-resize_1/002344_2014-06-28_20-06-29_260595134347_rgbf000030-resize_1-target.png,1.5795,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2327,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,7.0,depth_discrimination_stimuli/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize_2/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize_2-target.png,depth_discrimination_stimuli/000556_2014-06-09_22-42-56_260595134347_rgbf000214-resize_1/000556_2014-06-09_22-42-56_260595134347_rgbf000214-resize_1-target.png,250.0,4.5315,0.3099999999999996,depth_discrimination_stimuli/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize_2/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize_2-target.png,4.8415,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2329,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,9.0,depth_discrimination_stimuli/001059_2014-06-08_21-53-27_260595134347_rgbf000061-resize_4/001059_2014-06-08_21-53-27_260595134347_rgbf000061-resize_4-target.png,depth_discrimination_stimuli/001032_2014-06-08_13-23-17_260595134347_rgbf000021-resize_3/001032_2014-06-08_13-23-17_260595134347_rgbf000021-resize_3-target.png,250.0,2.4185,0.8540000000000001,depth_discrimination_stimuli/001059_2014-06-08_21-53-27_260595134347_rgbf000061-resize_4/001059_2014-06-08_21-53-27_260595134347_rgbf000061-resize_4-target.png,3.2725,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2330,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,10.0,depth_discrimination_stimuli/003070_2014-06-15_14-58-27_094959634447_rgbf000150-resize_3/003070_2014-06-15_14-58-27_094959634447_rgbf000150-resize_3-target.png,depth_discrimination_stimuli/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1-target.png,250.0,2.9415,0.9650000000000001,depth_discrimination_stimuli/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1-target.png,1.9765,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2331,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,11.0,depth_discrimination_stimuli/001055_2014-06-08_18-45-35_260595134347_rgbf000111-resize_4/001055_2014-06-08_18-45-35_260595134347_rgbf000111-resize_4-target.png,depth_discrimination_stimuli/000549_2014-06-08_22-10-24_260595134347_rgbf000247-resize_3/000549_2014-06-08_22-10-24_260595134347_rgbf000247-resize_3-target.png,250.0,2.4290000000000003,0.5880000000000003,depth_discrimination_stimuli/000549_2014-06-08_22-10-24_260595134347_rgbf000247-resize_3/000549_2014-06-08_22-10-24_260595134347_rgbf000247-resize_3-target.png,1.841,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2332,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,12.0,depth_discrimination_stimuli/002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize_0/002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize_0-target.png,depth_discrimination_stimuli/003338_2014-05-20_11-01-23_094959634447_rgbf000051-resize_6/003338_2014-05-20_11-01-23_094959634447_rgbf000051-resize_6-target.png,250.0,1.3065,0.38650000000000007,depth_discrimination_stimuli/002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize_0/002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize_0-target.png,1.693,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2333,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,13.0,depth_discrimination_stimuli/001133_2014-06-17_14-49-16_260595134347_rgbf000100-resize_0/001133_2014-06-17_14-49-16_260595134347_rgbf000100-resize_0-target.png,depth_discrimination_stimuli/001132_2014-06-17_14-48-54_260595134347_rgbf000100-resize_2/001132_2014-06-17_14-48-54_260595134347_rgbf000100-resize_2-target.png,250.0,4.2115,0.4584999999999999,depth_discrimination_stimuli/001132_2014-06-17_14-48-54_260595134347_rgbf000100-resize_2/001132_2014-06-17_14-48-54_260595134347_rgbf000100-resize_2-target.png,3.753,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2334,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,14.0,depth_discrimination_stimuli/002989_2014-06-15_12-25-03_094959634447_rgbf000150-resize_3/002989_2014-06-15_12-25-03_094959634447_rgbf000150-resize_3-target.png,depth_discrimination_stimuli/000866_2014-06-09_20-45-42_260595134347_rgbf000139-resize_1/000866_2014-06-09_20-45-42_260595134347_rgbf000139-resize_1-target.png,250.0,4.1975,0.9819999999999998,depth_discrimination_stimuli/000866_2014-06-09_20-45-42_260595134347_rgbf000139-resize_1/000866_2014-06-09_20-45-42_260595134347_rgbf000139-resize_1-target.png,3.2155,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2335,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,15.0,depth_discrimination_stimuli/000773_2014-06-08_22-24-54_260595134347_rgbf000093-resize_1/000773_2014-06-08_22-24-54_260595134347_rgbf000093-resize_1-target.png,depth_discrimination_stimuli/002414_2014-06-28_20-24-58_260595134347_rgbf000067-resize_4/002414_2014-06-28_20-24-58_260595134347_rgbf000067-resize_4-target.png,250.0,4.973,0.6099999999999994,depth_discrimination_stimuli/002414_2014-06-28_20-24-58_260595134347_rgbf000067-resize_4/002414_2014-06-28_20-24-58_260595134347_rgbf000067-resize_4-target.png,4.363,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2336,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,16.0,depth_discrimination_stimuli/000929_2014-06-09_16-33-19_260595134347_rgbf000139-resize_0/000929_2014-06-09_16-33-19_260595134347_rgbf000139-resize_0-target.png,depth_discrimination_stimuli/000457_2014-06-08_16-52-43_260595134347_rgbf000199-resize_1/000457_2014-06-08_16-52-43_260595134347_rgbf000199-resize_1-target.png,250.0,2.8680000000000003,0.7809999999999993,depth_discrimination_stimuli/000929_2014-06-09_16-33-19_260595134347_rgbf000139-resize_0/000929_2014-06-09_16-33-19_260595134347_rgbf000139-resize_0-target.png,3.6489999999999996,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2338,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,18.0,depth_discrimination_stimuli/000788_2014-06-08_22-34-36_260595134347_rgbf000131-resize_1/000788_2014-06-08_22-34-36_260595134347_rgbf000131-resize_1-target.png,depth_discrimination_stimuli/001235_2014-06-17_16-37-36_260595134347_rgbf000084-resize_4/001235_2014-06-17_16-37-36_260595134347_rgbf000084-resize_4-target.png,250.0,3.359,0.3014999999999999,depth_discrimination_stimuli/000788_2014-06-08_22-34-36_260595134347_rgbf000131-resize_1/000788_2014-06-08_22-34-36_260595134347_rgbf000131-resize_1-target.png,3.6605,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2339,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,19.0,depth_discrimination_stimuli/003492_2014-05-21_15-50-55_094959634447_rgbf000828-resize_1/003492_2014-05-21_15-50-55_094959634447_rgbf000828-resize_1-target.png,depth_discrimination_stimuli/002568_2014-06-24_13-59-21_094959634447_rgbf000062-resize_4/002568_2014-06-24_13-59-21_094959634447_rgbf000062-resize_4-target.png,250.0,4.06875,1.0537499999999995,depth_discrimination_stimuli/002568_2014-06-24_13-59-21_094959634447_rgbf000062-resize_4/002568_2014-06-24_13-59-21_094959634447_rgbf000062-resize_4-target.png,3.015,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2340,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,20.0,depth_discrimination_stimuli/003621_2014-05-23_18-06-08_094959634447_rgbf000101-resize_1/003621_2014-05-23_18-06-08_094959634447_rgbf000101-resize_1-target.png,depth_discrimination_stimuli/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1-target.png,250.0,3.9835,0.4535,depth_discrimination_stimuli/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1-target.png,3.53,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
2341,572540.0,A338JPSSI0WIKD,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_48.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#11,11.0,1366.0,657.0,1366.0,768.0,9-5-2022,-inf,8-44-9,21.0,depth_discrimination_stimuli/000368_2014-06-09_15-53-01_260595134347_rgbf000155-resize_2/000368_2014-06-09_15-53-01_260595134347_rgbf000155-resize_2-target.png,depth_discrimination_stimuli/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize_6/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize_6-target.png,250.0,2.4859999999999998,0.3029999999999995,depth_discrimination_stimuli/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize_6/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize_6-target.png,2.1830000000000003,3.0,1425.0,39.0,271.0,978.0,249.0,512.0,,152007.0,24.0,Woman
