,subjID,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,trial,stimulus_0,stimulus_1,duration,actual_depth_0,actual_depth_1,depth_difference,kinect_answer,discrim_choice,trial_RT,log_fixation,log_sceneDuration1,log_mask1,log_sceneDuration2,log_mask2,experimentTime,totalTime,age,gender
211,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,12.0,depth_discrimination_stimuli/001810_2014-06-26_20-51-35_260595134347_rgbf000040-resize_3/001810_2014-06-26_20-51-35_260595134347_rgbf000040-resize_3-target.png,depth_discrimination_stimuli/003010_2014-06-15_12-54-35_094959634447_rgbf000112-resize_0/003010_2014-06-15_12-54-35_094959634447_rgbf000112-resize_0-target.png,250.0,2.2525,3.1185,0.8660000000000001,depth_discrimination_stimuli/001810_2014-06-26_20-51-35_260595134347_rgbf000040-resize_3/001810_2014-06-26_20-51-35_260595134347_rgbf000040-resize_3-target.png,0.0,1540.0,1001.0,249.0,1000.0,251.0,500.0,,614740,50,Man
212,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,13.0,depth_discrimination_stimuli/001029_2014-06-08_13-17-57_260595134347_rgbf000065-resize_1/001029_2014-06-08_13-17-57_260595134347_rgbf000065-resize_1-target.png,depth_discrimination_stimuli/000677_2014-06-08_23-10-32_260595134347_rgbf000158-resize_6/000677_2014-06-08_23-10-32_260595134347_rgbf000158-resize_6-target.png,250.0,3.0835,3.556,0.47250000000000014,depth_discrimination_stimuli/001029_2014-06-08_13-17-57_260595134347_rgbf000065-resize_1/001029_2014-06-08_13-17-57_260595134347_rgbf000065-resize_1-target.png,0.0,2604.0,1002.0,250.0,1000.0,250.0,500.0,,614740,50,Man
213,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,14.0,depth_discrimination_stimuli/002788_2014-06-22_19-36-03_094959634447_rgbf000088-resize_2/002788_2014-06-22_19-36-03_094959634447_rgbf000088-resize_2-target.png,depth_discrimination_stimuli/000749_2014-06-08_21-55-06_260595134347_rgbf000070-resize_2/000749_2014-06-08_21-55-06_260595134347_rgbf000070-resize_2-target.png,250.0,1.6465,2.331,0.6844999999999999,depth_discrimination_stimuli/002788_2014-06-22_19-36-03_094959634447_rgbf000088-resize_2/002788_2014-06-22_19-36-03_094959634447_rgbf000088-resize_2-target.png,1.0,1364.0,1002.0,250.0,1000.0,250.0,500.0,,614740,50,Man
214,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,15.0,depth_discrimination_stimuli/000758_2014-06-08_22-05-08_260595134347_rgbf000085-resize_0/000758_2014-06-08_22-05-08_260595134347_rgbf000085-resize_0-target.png,depth_discrimination_stimuli/000854_2014-06-09_19-43-13_260595134347_rgbf000066-resize_0/000854_2014-06-09_19-43-13_260595134347_rgbf000066-resize_0-target.png,250.0,3.3810000000000002,3.068,0.31300000000000017,depth_discrimination_stimuli/000854_2014-06-09_19-43-13_260595134347_rgbf000066-resize_0/000854_2014-06-09_19-43-13_260595134347_rgbf000066-resize_0-target.png,1.0,1444.0,1004.0,249.0,1000.0,249.0,500.0,,614740,50,Man
215,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,16.0,depth_discrimination_stimuli/001555_2014-06-20_17-12-10_260595134347_rgbf000065-resize_4/001555_2014-06-20_17-12-10_260595134347_rgbf000065-resize_4-target.png,depth_discrimination_stimuli/000103_2014-05-14_22-01-17_260595134347_rgbf000152-resize_5/000103_2014-05-14_22-01-17_260595134347_rgbf000152-resize_5-target.png,250.0,1.633,1.993,0.3600000000000001,depth_discrimination_stimuli/001555_2014-06-20_17-12-10_260595134347_rgbf000065-resize_4/001555_2014-06-20_17-12-10_260595134347_rgbf000065-resize_4-target.png,0.0,1628.0,1001.0,249.0,1000.0,248.0,501.0,,614740,50,Man
216,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,17.0,depth_discrimination_stimuli/001806_2014-06-26_20-50-20_260595134347_rgbf000091-resize_1/001806_2014-06-26_20-50-20_260595134347_rgbf000091-resize_1-target.png,depth_discrimination_stimuli/001617_2014-06-20_11-35-32_260595134347_rgbf000066-resize_1/001617_2014-06-20_11-35-32_260595134347_rgbf000066-resize_1-target.png,250.0,2.7305,3.7910000000000004,1.0605000000000002,depth_discrimination_stimuli/001806_2014-06-26_20-50-20_260595134347_rgbf000091-resize_1/001806_2014-06-26_20-50-20_260595134347_rgbf000091-resize_1-target.png,0.0,1708.0,1002.0,249.0,1000.0,250.0,501.0,,614740,50,Man
217,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,18.0,depth_discrimination_stimuli/001148_2014-06-17_15-26-42_260595134347_rgbf000129-resize_0/001148_2014-06-17_15-26-42_260595134347_rgbf000129-resize_0-target.png,depth_discrimination_stimuli/000505_2014-06-08_23-03-23_260595134347_rgbf000091-resize_0/000505_2014-06-08_23-03-23_260595134347_rgbf000091-resize_0-target.png,250.0,4.368,3.3105,1.0575,depth_discrimination_stimuli/000505_2014-06-08_23-03-23_260595134347_rgbf000091-resize_0/000505_2014-06-08_23-03-23_260595134347_rgbf000091-resize_0-target.png,1.0,1356.0,1002.0,250.0,1000.0,250.0,500.0,,614740,50,Man
218,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,19.0,depth_discrimination_stimuli/000736_2014-06-08_18-24-15_260595134347_rgbf000206-resize_3/000736_2014-06-08_18-24-15_260595134347_rgbf000206-resize_3-target.png,depth_discrimination_stimuli/000137_2014-05-20_17-04-49_260595134347_rgbf000120-resize_1/000137_2014-05-20_17-04-49_260595134347_rgbf000120-resize_1-target.png,250.0,3.515,3.786,0.2709999999999999,depth_discrimination_stimuli/000736_2014-06-08_18-24-15_260595134347_rgbf000206-resize_3/000736_2014-06-08_18-24-15_260595134347_rgbf000206-resize_3-target.png,0.0,2995.0,1001.0,250.0,1000.0,250.0,500.0,,614740,50,Man
219,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,20.0,depth_discrimination_stimuli/002305_2014-06-28_19-56-50_260595134347_rgbf000102-resize_7/002305_2014-06-28_19-56-50_260595134347_rgbf000102-resize_7-target.png,depth_discrimination_stimuli/000735_2014-06-08_18-23-50_260595134347_rgbf000163-resize_2/000735_2014-06-08_18-23-50_260595134347_rgbf000163-resize_2-target.png,250.0,4.8725,4.1695,0.7029999999999994,depth_discrimination_stimuli/000735_2014-06-08_18-23-50_260595134347_rgbf000163-resize_2/000735_2014-06-08_18-23-50_260595134347_rgbf000163-resize_2-target.png,0.0,1764.0,1001.0,250.0,1000.0,250.0,500.0,,614740,50,Man
221,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,22.0,depth_discrimination_stimuli/000522_2014-06-08_13-35-06_260595134347_rgbf000244-resize_1/000522_2014-06-08_13-35-06_260595134347_rgbf000244-resize_1-target.png,depth_discrimination_stimuli/002949_2014-06-26_15-57-42_094959634447_rgbf000079-resize_1/002949_2014-06-26_15-57-42_094959634447_rgbf000079-resize_1-target.png,250.0,2.3715,1.8915,0.4800000000000002,depth_discrimination_stimuli/002949_2014-06-26_15-57-42_094959634447_rgbf000079-resize_1/002949_2014-06-26_15-57-42_094959634447_rgbf000079-resize_1-target.png,1.0,1164.0,1001.0,249.0,1000.0,249.0,500.0,,614740,50,Man
222,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,23.0,depth_discrimination_stimuli/002639_2014-06-24_14-51-37_094959634447_rgbf000074-resize_4/002639_2014-06-24_14-51-37_094959634447_rgbf000074-resize_4-target.png,depth_discrimination_stimuli/003292_2014-05-14_21-53-49_094959634447_rgbf000100-resize_2/003292_2014-05-14_21-53-49_094959634447_rgbf000100-resize_2-target.png,250.0,4.0375,3.4815,0.5559999999999996,depth_discrimination_stimuli/003292_2014-05-14_21-53-49_094959634447_rgbf000100-resize_2/003292_2014-05-14_21-53-49_094959634447_rgbf000100-resize_2-target.png,1.0,1836.0,1001.0,249.0,1000.0,250.0,500.0,,614740,50,Man
223,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,24.0,depth_discrimination_stimuli/003546_2014-05-22_15-48-53_094959634447_rgbf004816-resize_3/003546_2014-05-22_15-48-53_094959634447_rgbf004816-resize_3-target.png,depth_discrimination_stimuli/001532_2014-06-20_16-50-41_260595134347_rgbf000081-resize_4/001532_2014-06-20_16-50-41_260595134347_rgbf000081-resize_4-target.png,250.0,2.62625,1.5758333333333001,1.0504166666667,depth_discrimination_stimuli/001532_2014-06-20_16-50-41_260595134347_rgbf000081-resize_4/001532_2014-06-20_16-50-41_260595134347_rgbf000081-resize_4-target.png,1.0,1476.0,1001.0,249.0,1000.0,250.0,500.0,,614740,50,Man
224,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,25.0,depth_discrimination_stimuli/000917_2014-06-09_22-45-29_260595134347_rgbf000149-resize_3/000917_2014-06-09_22-45-29_260595134347_rgbf000149-resize_3-target.png,depth_discrimination_stimuli/002323_2014-06-28_20-01-54_260595134347_rgbf000051-resize_4/002323_2014-06-28_20-01-54_260595134347_rgbf000051-resize_4-target.png,250.0,4.1865,3.7310000000000003,0.45549999999999935,depth_discrimination_stimuli/002323_2014-06-28_20-01-54_260595134347_rgbf000051-resize_4/002323_2014-06-28_20-01-54_260595134347_rgbf000051-resize_4-target.png,0.0,1861.0,1000.0,250.0,1000.0,249.0,500.0,,614740,50,Man
225,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,26.0,depth_discrimination_stimuli/001449_2014-06-19_17-01-27_260595134347_rgbf000116-resize_2/001449_2014-06-19_17-01-27_260595134347_rgbf000116-resize_2-target.png,depth_discrimination_stimuli/001450_2014-06-19_17-02-03_260595134347_rgbf000203-resize_4/001450_2014-06-19_17-02-03_260595134347_rgbf000203-resize_4-target.png,250.0,3.452,4.0106666666667,0.5586666666667002,depth_discrimination_stimuli/001449_2014-06-19_17-01-27_260595134347_rgbf000116-resize_2/001449_2014-06-19_17-01-27_260595134347_rgbf000116-resize_2-target.png,0.0,1772.0,1001.0,249.0,1000.0,249.0,500.0,,614740,50,Man
226,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,27.0,depth_discrimination_stimuli/003070_2014-06-15_14-58-27_094959634447_rgbf000150-resize_3/003070_2014-06-15_14-58-27_094959634447_rgbf000150-resize_3-target.png,depth_discrimination_stimuli/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1-target.png,250.0,2.9415,1.9765,0.9650000000000001,depth_discrimination_stimuli/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1-target.png,1.0,1158.0,1001.0,249.0,1000.0,249.0,500.0,,614740,50,Man
227,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,28.0,depth_discrimination_stimuli/002988_2014-06-15_12-24-20_094959634447_rgbf000150-resize_1/002988_2014-06-15_12-24-20_094959634447_rgbf000150-resize_1-target.png,depth_discrimination_stimuli/001052_2014-06-08_18-24-54_260595134347_rgbf000130-resize_1/001052_2014-06-08_18-24-54_260595134347_rgbf000130-resize_1-target.png,250.0,4.7669999999999995,4.1045,0.6624999999999996,depth_discrimination_stimuli/001052_2014-06-08_18-24-54_260595134347_rgbf000130-resize_1/001052_2014-06-08_18-24-54_260595134347_rgbf000130-resize_1-target.png,1.0,2284.0,1001.0,249.0,1000.0,249.0,500.0,,614740,50,Man
228,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,29.0,depth_discrimination_stimuli/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize_2/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize_2-target.png,depth_discrimination_stimuli/000556_2014-06-09_22-42-56_260595134347_rgbf000214-resize_1/000556_2014-06-09_22-42-56_260595134347_rgbf000214-resize_1-target.png,250.0,4.5315,4.8415,0.3099999999999996,depth_discrimination_stimuli/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize_2/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize_2-target.png,0.0,1612.0,1001.0,249.0,1000.0,249.0,500.0,,614740,50,Man
229,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,30.0,depth_discrimination_stimuli/000636_2014-06-08_16-39-02_260595134347_rgbf000108-resize_4/000636_2014-06-08_16-39-02_260595134347_rgbf000108-resize_4-target.png,depth_discrimination_stimuli/000521_2014-06-08_13-34-35_260595134347_rgbf000191-resize_2/000521_2014-06-08_13-34-35_260595134347_rgbf000191-resize_2-target.png,250.0,2.682,3.0385,0.35650000000000004,depth_discrimination_stimuli/000636_2014-06-08_16-39-02_260595134347_rgbf000108-resize_4/000636_2014-06-08_16-39-02_260595134347_rgbf000108-resize_4-target.png,1.0,2236.0,1001.0,250.0,1002.0,250.0,500.0,,614740,50,Man
230,732287.0,DepthScenes,v2_duration_discrimination,discrim_jsons/Discrim250_randls_36.json,http://54.173.230.142/FacialAge/BNav_EC2/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#32,32.0,1920.0,937.0,1920.0,1080.0,0-25-2022,9-30-15,31.0,depth_discrimination_stimuli/001188_2014-06-17_15-54-10_260595134347_rgbf000090-resize_2/001188_2014-06-17_15-54-10_260595134347_rgbf000090-resize_2-target.png,depth_discrimination_stimuli/002464_2014-06-28_20-36-57_260595134347_rgbf000029-resize_0/002464_2014-06-28_20-36-57_260595134347_rgbf000029-resize_0-target.png,250.0,2.7439999999999998,3.9525,1.2085000000000004,depth_discrimination_stimuli/001188_2014-06-17_15-54-10_260595134347_rgbf000090-resize_2/001188_2014-06-17_15-54-10_260595134347_rgbf000090-resize_2-target.png,0.0,2156.0,1001.0,250.0,1000.0,248.0,501.0,,614740,50,Man
